SHOW_ID,TYPE,TITLE,DIRECTOR,CAST,COUNTRY,DATE_ADDED,RELEASE_YEAR,RATING,DURATION,LISTED_IN,DESCRIPTION,DATE_ADDED_FORMATTED,MONTH_YEAR
s4959,movie,revolt,joe miale,"lee pace, bérénice marlohe, jason flemyng, sibulele gcilitshana, wandile molebatsi, sekoati sk tsubane, leroy gopal, welile nzunza, patrick bakoba, tom fairfoot",UNITED KINGDOM,2018-03-31,2017,r,87 min,"Action & Adventure, Sci-Fi & Fantasy","Following a devastating alien invasion, an American soldier and a French foreign aid worker attempt to find refuge in the Kenyan countryside.",31-03-2018,2018-03
s4960,movie,first match,olivia newman,"elvire emanuelle, yahya abdul-mateen ii, colman domingo, jharrel jerome, kim ramirez, jared kemp, allen maldonado",UNITED STATES,2018-03-30,2018,tv-ma,103 min,"Dramas, Independent Movies, Sports Movies",A tenacious high school girl raised in foster homes in the inner city tries to reconnect with her ex-con father by joining a boys wrestling team.,30-03-2018,2018-03
s4961,movie,happy anniversary,jared stern,"noël wells, ben schwartz, joe pantoliano, annie potts, rahul kohli, kristin bauer van straten, david walton, leonardo nam, kate berlant",UNITED STATES,2018-03-30,2018,tv-ma,78 min,"Comedies, Romantic Movies",A quirky couple spends their three-year dating anniversary looking back at their relationship and contemplating whether they should break up.,30-03-2018,2018-03
s4962,tv show,rapture,"raúl campos, jan suter","logic, nas, dave west, t.i., g-eazy, 2 chainz, rapsody, just blaze, a boogie wit tha hoodie",UNITED STATES,2018-03-30,2018,tv-ma,1 season,Docuseries,Groundbreaking artists share their life stories in this vibrant documentary series that captures hip-hop's impact on global culture.,30-03-2018,2018-03
s4963,movie,sofía niño de rivera: selección natural,"raúl campos, jan suter",sofía niño de rivera,MEXICO,2018-03-30,2018,tv-ma,62 min,Stand-Up Comedy,"Mexico's Sofía Niño de Rivera brings her dark humor to the stage with jokes about marriage traps, sexually attractive leopards and funny funerals.",30-03-2018,2018-03
s4964,movie,the titan,lennart ruff,"sam worthington, taylor schilling, agyness deyn, nathalie emmanuel, noah jupe, corey johnson, aleksandar jovanovic, diego boneta, tom wilkinson","UNITED KINGDOM, SPAIN, UNITED STATES, GERMANY",2018-03-30,2018,tv-ma,97 min,"Dramas, Sci-Fi & Fantasy, Thrillers","On a bleak future Earth, a soldier endures a radical genetic transformation to save humanity. But his wife fears he's becoming more creature than man.",30-03-2018,2018-03
s4965,tv show,trailer park boys,mike clattenburg,"mike smith, john paul tremblay, robb wells, john dunsworth, patrick roach, cory bowles, lucy decoutere, barrie dunn, sarah dunsworth, jeanna harrison, michael jackson, garry james, tyrone parsons, shelley thompson, jonathan torrens",CANADA,2018-03-30,2018,tv-ma,12 seasons,"Classic & Cult TV, Crime TV Shows, International TV Shows",Follow the booze-fueled misadventures of three longtime pals and petty serial criminals who run scams from their Nova Scotia trailer park.,30-03-2018,2018-03
s4966,movie,trailer park boys: countdown to liquor day,mike clattenburg,"robb wells, john paul tremblay, mike smith, john dunsworth, jonathan torrens, patrick roach, lucy decoutere, sarah dunsworth, barrie dunn, tyrone parsons",CANADA,2018-03-30,2009,r,102 min,"Comedies, Cult Movies","After their latest jail stint, boozy pals Julian, Bubbles and Ricky plan to go legit but learn trailer park manager Jim aims to demolish their homes.",30-03-2018,2018-03
s4967,movie,trailer park boys: the movie,mike clattenburg,"robb wells, john paul tremblay, mike smith, lucy decoutere, lydia lawson-baird, cory bowles, michael jackson, gord downie, alex lifeson, gerry dee, glen grant, eugene clark, barrie dunn, john dunsworth, patrick roach",CANADA,2018-03-30,2006,r,95 min,"Comedies, Cult Movies","In this feature-length adventure, Ricky, Julian and Bubbles – just out of jail – plan the lamest scheme yet: to get rich by stealing tons of change.",30-03-2018,2018-03
s4968,tv show,trump: an american dream,dan lucchesi,donald trump,UNITED KINGDOM,2018-03-30,2018,tv-14,1 season,Docuseries,"Friends, associates and critics reveal the truly American story of Donald Trump, the brash businessman who defied the odds to become U.S. president.",30-03-2018,2018-03
s4969,tv show,james acaster: repertoire,dan lucchesi,james acaster,UNITED KINGDOM,2018-03-27,2018,tv-14,1 season,"British TV Shows, International TV Shows, Stand-Up Comedy & Talk Shows","Offbeat comic James Acaster covers the strange, the mundane and everything in between in this collection of four wide-ranging stand-up specials.",27-03-2018,2018-03
s4970,movie,birdshot,mikhail red,"mary joy apostol, arnold reyes, ku aquino, john arcilla, dido dela paz, elora espano, ronnie quizon, rolando t. inocencio, suzette ranillo, angelica c. ferro","PHILIPPINES, QATAR",2018-03-26,2016,tv-ma,115 min,"Dramas, International Movies, Thrillers","A sheltered farm girl inadvertently shoots an endangered Philippine eagle, setting off a police investigation that exposes violence and corruption.",26-03-2018,2018-03
s4971,movie,"game over, man!",kyle newacheck,"adam devine, anders holm, blake anderson, utkarsh ambudkar, aya cash, neal mcdonough, daniel stern, jamie demetriou, rhona mitra, sam richardson, steve howey, mac brandt, geno segers, roe hartrampf",UNITED STATES,2018-03-23,2018,tv-ma,102 min,"Action & Adventure, Comedies",Three buddies with big dreams go from underachieving slackers to badass warriors when their posh hotel is taken over by terrorists.,23-03-2018,2018-03
s4972,movie,layla m.,mijke de jong,"nora el koussour, ilias addab, mohammed azaay, esma abouzahra, bilal wahib, nezha karim, ayisha siddiqi, aziz akazim, hassan akkouch, husam chadat","NETHERLANDS, BELGIUM, GERMANY, JORDAN",2018-03-23,2016,tv-ma,99 min,"Dramas, International Movies","In response to the repeated bigotry she faces, a Muslim teen in Amsterdam tries to find a sense of belonging in the world of fundamentalist Islam.",23-03-2018,2018-03
s4973,movie,paradox,daryl hannah,"neil young, lukas nelson, micah nelson, corey mccormick, anthony logerfo, tato",UNITED STATES,2018-03-23,2018,tv-ma,74 min,"Dramas, Independent Movies, Music & Musicals",Neil Young and his band of outlaws sow seeds of strange mischief and musical wonder under Western skies in this dreamlike film by Daryl Hannah.,23-03-2018,2018-03
s4974,tv show,requiem,michael larnell,"lydia wilson, joel fry, brendan coyle, james frecheville, claire rushbrook, joanna scanlan, pippa haywood, tara fitzgerald, richard harrington, sian reese-williams",UNITED KINGDOM,2018-03-23,2018,tv-ma,1 season,"British TV Shows, International TV Shows, TV Dramas","In the wake of a sudden tragedy, a London cellist unearths secrets that link her mother to the disappearance of a young girl in a small Welsh town.",23-03-2018,2018-03
s4975,movie,roxanne roxanne,michael larnell,"chanté adams, mahershala ali, nia long, elvis nolasco, kevin phillips, shenell edmonds",UNITED STATES,2018-03-23,2018,tv-ma,100 min,"Dramas, Music & Musicals","She grew up in a tough New York neighborhood in the '80s and made history with ""Roxanne's Revenge."" The story of teen battle rap champ Roxanne Shante.",23-03-2018,2018-03
s4976,movie,secret superstar,advait chandan,"zaira wasim, meher vij, raj arjun, aamir khan, tirth sharma",INDIA,2018-03-23,2017,tv-14,150 min,"Dramas, International Movies, Music & Musicals",A talented teenage singer-songwriter living amid domestic abuse becomes a YouTube sensation after a video in which she hides her identity goes viral.,23-03-2018,2018-03
s4977,tv show,the standups,brandon camp,"nate bargatze, fortune feimster, deon cole, nikki glaser, beth stelling, dan soder",UNITED STATES,2018-03-20,2018,tv-ma,2 seasons,"Stand-Up Comedy & Talk Shows, TV Comedies","Comedy's freshest voices take the stage in LA for six half-hour specials packed with sly jokes, hilarious anecdotes and awkward confessions.",20-03-2018,2018-03
s4978,movie,benji,brandon camp,"gabriel bateman, darby camp, kiele sanchez, jerod haynes, gralen bryant banks, angus sampson, will rothhaar, jim gleason, brady permenter","UNITED ARAB EMIRATES, UNITED STATES",2018-03-16,2018,tv-pg,87 min,"Children & Family Movies, Dramas",A determined dog comes to the rescue and helps heal a broken family when a young boy and his sister stumble into some serious danger.,16-03-2018,2018-03
s4979,tv show,edha,alison klayman,"juana viale, andrés velencoso, delfina chaves, osmar nuñez, germán palacios, juan pablo geretto, sofía gala, daniel pacheco, daniel hendler, flavio mendoza",ARGENTINA,2018-03-16,2018,tv-ma,1 season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","Revenge, passion and dark secrets push a successful fashion designer and single mother to her limits when she meets a handsome and mysterious man.",16-03-2018,2018-03
s4980,movie,take your pills,alison klayman,yoo byung-jae,UNITED STATES,2018-03-16,2018,tv-14,88 min,Documentaries,"In a hypercompetitive world, drugs like Adderall offer students, athletes, coders and others a way to do more – faster and better. But at what cost?",16-03-2018,2018-03
s4981,tv show,wild wild country,yoo byung-jae,yoo byung-jae,UNITED STATES,2018-03-16,2018,tv-ma,1 season,"Crime TV Shows, Docuseries","When a controversial cult leader builds a utopian city in the Oregon desert, conflict with the locals escalates into a national scandal.",16-03-2018,2018-03
s4982,movie,yoo byung jae: too much information,yoo byung-jae,yoo byung-jae,JAPAN,2018-03-16,2018,tv-ma,63 min,Stand-Up Comedy,"""Saturday Night Live Korea"" writer-turned-comedian Yoo Byung-jae lays bare his childhood memories and philosophy on sex in his first stand-up venture.",16-03-2018,2018-03
s4983,movie,in this corner of the world,sunao katabuchi,"non, yoshimasa hosoya, natsuki inaba, minori omi, daisuke ono, megumi han, nanase iwai, shigeru ushiyama, mayumi shintani",JAPAN,2018-03-15,2016,pg-13,129 min,"Anime Features, Children & Family Movies, International Movies","Suzu marries into a family living outside of Hiroshima and quickly settles into her new life, until World War II challenges her ability to survive.",15-03-2018,2018-03
s4984,movie,jag älskar dig: en skilsmässokomedi,johan brisinger,"björn kjellman, christine meltzer, rodolfo corsato, martina haag, sven-bertil taube, anita wall, nour el-refai",SWEDEN,2018-03-15,2016,tv-ma,91 min,"Comedies, Dramas, International Movies","Tired of her passionless marriage, Marianne wants a separation from her husband, Gustav, who, in response, decides to make a big change of his own.",15-03-2018,2018-03
s4985,tv show,secret of the nile,maria sadowska,"amr youssef, dina el-sherbiny, anoushka, amina khalil, nada mousa, sawsan badr, ahmed dawood",EGYPT,2018-03-15,2016,tv-14,1 season,"International TV Shows, Romantic TV Shows, TV Dramas","When his sister disappears while working at the Grand Hotel, a man joins the staff to get answers. Inside its posh walls, he finds love and intrigue.",15-03-2018,2018-03
s4986,tv show,tabula rasa,maria sadowska,"veerle baetens, stijn van opstal, jeroen perceval, hilde van mieghem, gene bervoets, peter van den begin, natali broods",BELGIUM,2018-03-15,2017,tv-ma,1 season,"International TV Shows, TV Dramas, TV Mysteries","When a young woman with amnesia becomes a key figure in a missing persons case, she must reconstruct her memories to clear her name.",15-03-2018,2018-03
s4987,movie,the art of loving,maria sadowska,"magdalena boczarska, eryk lubos, justyna wasilewska, piotr adamczyk, arkadiusz jakubik, wojciech mecwaldowski, borys szyc, katarzyna kwiatkowska, artur barciś",POLAND,2018-03-15,2017,tv-ma,115 min,"Dramas, International Movies","During Communist rule, a Polish gynecologist and sexologist defies taboo and fights to publish her groundbreaking book on love and sex.",15-03-2018,2018-03
s4988,movie,steel rain,yang woo-seok,"woo-sung jung, do-won kwak, kap-soo kim, woo-jin jo, eui-sung kim, kyeong-yeong lee, won-joong jung, hyun-sung jang",SOUTH KOREA,2018-03-14,2018,tv-ma,140 min,"Action & Adventure, Dramas, International Movies","Amid a coup, a North Korean agent escapes south with the country's injured leader in an attempt to keep him alive and prevent a Korean war.",14-03-2018,2018-03
s4989,tv show,children of the whales,john l. spencer,"natsuki hanae, manaka iwami, yuuichirou umehara, nobunaga shimazaki, mikako komatsu, daiki yamashita, hiroshi kamiya",JAPAN,2018-03-13,2017,tv-14,1 season,"Anime Series, International TV Shows","As a magic wielder, young archivist Chakuro knows his time is short, but everything changes when a girl from the outside appears on his island.",13-03-2018,2018-03
s4990,movie,ricky gervais: humanity,john l. spencer,ricky gervais,UNITED KINGDOM,2018-03-13,2018,tv-ma,79 min,Stand-Up Comedy,"In his first special in seven years, Ricky Gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally.",13-03-2018,2018-03
s4991,movie,stretch armstrong: the breakout,victor cook,"scott menville, steven yeun, ogie banks, nazneen contractor, kate mulgrew, wil wheaton, keith david, jon heder, yvette nicole brown, clancy brown, james arnold taylor, grey griffin, miguel ferrer, kelly hu, walter koenig, vanessa marshall, will friedle, andrew kishino",UNITED STATES,2018-03-13,2018,tv-y7,104 min,Children & Family Movies,"Villains are rampaging through Charter City and the Flex Fighters – Jake, Ricardo and Nathan – need your help to halt the chaos.",13-03-2018,2018-03
s4992,tv show,a.i.c.o.,kazuya murata,"haruka shiraishi, yusuke kobayashi, makoto furukawa, taishi murata, kaori nazuka, m・a・o, ryota takeuchi, ai kayano, toru okawa, takehito koyasu, atsuko tanaka",JAPAN,2018-03-09,2018,tv-14,1 season,"Anime Series, International TV Shows",Everything Aiko knew was a lie. Now she's joining a team of Divers to reach the place where the Burst began to stop it for good and save her family.,09-03-2018,2018-03
s4993,tv show,collateral,martin zandvliet,"carey mulligan, john simm, nicola walker, billie piper, nathaniel martello-white, jeany spark, hayley squires, ben miles, saskia reeves, ahd","UNITED KINGDOM, UNITED STATES",2018-03-09,2018,tv-ma,1 season,"British TV Shows, Crime TV Shows, International TV Shows","Investigating the murder of a pizza delivery man, a London detective uncovers a tangled conspiracy involving drug dealers, smugglers and spies.",09-03-2018,2018-03
